variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	notes
group_7941	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7940	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7939	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7938	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7936	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7935	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7934	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7933	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7932	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7931	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7930	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7929	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7928	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7927	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7926	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7925	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7922	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7921	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7920	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7918	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7917	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7916	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7915	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7914	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7913	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7912	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7911	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7910	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7909	4.00E-02	1.00E+00	3.17E-01	-1.90E+00	7.90E-01	-7.48E-01	-2.49E+01	3.33E+01	bad-chisq
group_7884	4.00E-02	1.00E+00	1.00E+00	3.48E-01	8.75E-01	-8.18E-01	-2.42E+01	3.24E+01	bad-chisq
group_7857	4.00E-02	4.12E-02	1.00E+00	6.38E-01	5.96E-01	-7.47E-01	-2.36E+01	3.16E+01	bad-chisq
group_7763	4.00E-02	3.07E-01	1.00E+00	-1.60E-03	6.01E-01	-7.90E-01	-2.36E+01	3.19E+01	bad-chisq
group_7762	4.00E-02	3.07E-01	1.00E+00	-1.60E-03	6.01E-01	-7.90E-01	-2.36E+01	3.19E+01	bad-chisq
group_7761	4.00E-02	3.07E-01	1.00E+00	-1.60E-03	6.01E-01	-7.90E-01	-2.36E+01	3.19E+01	bad-chisq
group_7760	4.00E-02	3.07E-01	1.00E+00	-1.60E-03	6.01E-01	-7.90E-01	-2.36E+01	3.19E+01	bad-chisq
group_7759	4.00E-02	3.07E-01	1.00E+00	-1.60E-03	6.01E-01	-7.90E-01	-2.36E+01	3.19E+01	bad-chisq
group_7636	4.00E-02	4.12E-02	1.00E+00	-3.93E-01	5.79E-01	-6.99E-01	-2.32E+01	3.10E+01	bad-chisq
group_7571	4.00E-02	3.07E-01	1.22E-01	3.05E+00	8.23E-01	-1.09E+00	-2.75E+01	3.78E+01	bad-chisq
group_7548	4.00E-02	1.00E+00	8.23E-01	-5.72E-01	9.86E-01	-7.84E-01	-2.43E+01	3.33E+01	bad-chisq
group_7527	4.00E-02	4.12E-02	3.71E-01	-1.73E+00	5.25E-01	-6.62E-01	-2.36E+01	3.13E+01	bad-chisq
group_7505	4.00E-02	3.07E-01	4.59E-01	1.79E+00	8.30E-01	-9.52E-01	-2.57E+01	3.51E+01	bad-chisq
group_7496	4.00E-02	3.07E-01	1.27E-01	2.99E+00	8.68E-01	-1.09E+00	-2.76E+01	3.80E+01	bad-chisq
group_7449	4.00E-02	3.07E-01	1.00E+00	-2.89E-01	6.23E-01	-7.22E-01	-2.33E+01	3.11E+01	bad-chisq
group_7426	4.00E-02	3.07E-01	2.76E-01	2.18E+00	9.00E-01	-1.03E+00	-2.67E+01	3.67E+01	bad-chisq
group_7133	4.00E-02	4.12E-02	1.00E+00	-5.45E-02	5.73E-01	-7.08E-01	-2.34E+01	3.10E+01	bad-chisq
group_7066	4.00E-02	4.12E-02	1.44E-03	-4.07E+00	5.73E-01	-7.77E-01	-2.80E+01	3.85E+01	bad-chisq
group_7065	4.00E-02	4.12E-02	1.44E-03	-4.07E+00	5.73E-01	-7.77E-01	-2.80E+01	3.85E+01	bad-chisq
group_7046	4.00E-02	4.12E-02	4.15E-01	-1.70E+00	5.18E-01	-6.71E-01	-2.36E+01	3.14E+01	bad-chisq
group_7045	4.00E-02	4.12E-02	1.00E+00	-6.35E-01	5.93E-01	-6.61E-01	-2.30E+01	3.04E+01	bad-chisq
group_7004	4.00E-02	4.12E-02	1.00E+00	-4.65E-02	5.55E-01	-7.25E-01	-2.35E+01	3.14E+01	bad-chisq
group_7002	4.00E-02	3.07E-01	1.00E+00	5.88E-01	5.63E-01	-7.44E-01	-2.35E+01	3.13E+01	bad-chisq
group_6986	4.00E-02	4.12E-02	1.00E+00	1.21E-01	5.89E-01	-8.25E-01	-2.36E+01	3.22E+01	bad-chisq
group_6917	4.00E-02	3.07E-01	1.00E+00	1.30E+00	7.56E-01	-8.73E-01	-2.47E+01	3.35E+01	bad-chisq
group_6916	4.00E-02	3.07E-01	1.00E+00	1.30E+00	7.56E-01	-8.73E-01	-2.47E+01	3.35E+01	bad-chisq
group_6906	4.00E-02	4.12E-02	1.00E+00	1.21E-01	5.89E-01	-8.25E-01	-2.36E+01	3.22E+01	bad-chisq
group_6902	4.00E-02	4.12E-02	1.00E+00	-6.35E-01	5.93E-01	-6.61E-01	-2.30E+01	3.04E+01	bad-chisq
group_6821	4.00E-02	3.07E-01	4.59E-01	1.79E+00	8.30E-01	-9.52E-01	-2.57E+01	3.51E+01	bad-chisq
group_6776	4.00E-02	4.12E-02	1.00E+00	3.52E-01	5.76E-01	-7.35E-01	-2.35E+01	3.14E+01	bad-chisq
group_6715	4.00E-02	4.12E-02	1.00E+00	-8.76E-01	5.00E-01	-7.04E-01	-2.35E+01	3.13E+01	bad-chisq
group_6683	4.00E-02	3.07E-01	1.00E+00	-7.62E-01	5.69E-01	-7.94E-01	-2.37E+01	3.21E+01	bad-chisq
group_6682	4.00E-02	3.07E-01	1.00E+00	-7.62E-01	5.69E-01	-7.94E-01	-2.37E+01	3.21E+01	bad-chisq
group_6658	4.00E-02	3.07E-01	1.22E-01	3.05E+00	8.23E-01	-1.09E+00	-2.75E+01	3.78E+01	bad-chisq
group_6650	4.00E-02	4.12E-02	1.00E+00	-2.68E-02	5.53E-01	-7.26E-01	-2.35E+01	3.14E+01	bad-chisq
group_6648	4.00E-02	4.12E-02	1.00E+00	-1.54E+00	4.63E-01	-7.08E-01	-2.38E+01	3.18E+01	bad-chisq
group_6624	4.00E-02	4.12E-02	1.00E+00	1.30E+00	5.91E-01	-7.69E-01	-2.39E+01	3.20E+01	bad-chisq
group_6605	4.00E-02	3.07E-01	1.00E+00	1.06E+00	5.33E-01	-8.42E-01	-2.38E+01	3.21E+01	bad-chisq
group_6532	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_6531	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_6516	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_6513	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_6492	4.00E-02	3.07E-01	1.00E+00	-6.13E-01	6.28E-01	-7.69E-01	-2.37E+01	3.19E+01	bad-chisq
group_6488	4.00E-02	3.07E-01	1.27E-01	2.99E+00	8.68E-01	-1.09E+00	-2.76E+01	3.80E+01	bad-chisq
group_6487	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_6475	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_6463	4.00E-02	3.07E-01	4.84E-01	-1.56E+00	9.16E-01	-7.50E-01	-2.53E+01	3.32E+01	bad-chisq
group_6459	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_6435	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_6425	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_6417	4.00E-02	1.00E+00	1.00E+00	3.80E-01	5.42E-01	-7.84E-01	-2.34E+01	3.17E+01	bad-chisq
group_6395	4.00E-02	4.12E-02	1.41E-03	-4.07E+00	5.73E-01	-7.71E-01	-2.79E+01	3.84E+01	bad-chisq
group_6381	4.00E-02	4.12E-02	3.23E-01	-2.25E+00	4.66E-01	-7.43E-01	-2.41E+01	3.31E+01	bad-chisq
group_6379	4.00E-02	1.00E+00	1.00E+00	3.80E-01	5.42E-01	-7.84E-01	-2.34E+01	3.17E+01	bad-chisq
group_6363	4.00E-02	1.00E+00	1.00E+00	2.82E-01	6.14E-01	-7.88E-01	-2.36E+01	3.19E+01	bad-chisq
group_6334	4.00E-02	3.07E-01	1.00E+00	9.48E-01	6.88E-01	-8.21E-01	-2.41E+01	3.26E+01	bad-chisq
group_6306	4.00E-02	4.12E-02	1.00E+00	1.70E-01	6.00E-01	-8.29E-01	-2.36E+01	3.22E+01	bad-chisq
group_6303	4.00E-02	4.12E-02	1.00E+00	-5.45E-02	5.73E-01	-7.08E-01	-2.34E+01	3.10E+01	bad-chisq
group_6299	4.00E-02	4.12E-02	1.00E+00	4.12E-02	5.93E-01	-7.15E-01	-2.33E+01	3.11E+01	bad-chisq
msrB	4.00E-02	4.12E-02	1.00E+00	1.16E+00	5.70E-01	-7.67E-01	-2.38E+01	3.20E+01	bad-chisq
group_6262	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_6238	4.00E-02	3.07E-01	4.84E-01	-1.56E+00	9.16E-01	-7.50E-01	-2.53E+01	3.32E+01	bad-chisq
group_6233	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_6223	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_6219	4.00E-02	1.00E+00	1.00E+00	3.80E-01	5.42E-01	-7.84E-01	-2.34E+01	3.17E+01	bad-chisq
group_6217	4.00E-02	4.12E-02	1.44E-03	-4.07E+00	5.73E-01	-7.77E-01	-2.80E+01	3.85E+01	bad-chisq
group_6200	4.00E-02	4.12E-02	1.00E+00	-2.39E-01	5.74E-01	-7.09E-01	-2.33E+01	3.11E+01	bad-chisq
group_6197	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_6181	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_6176	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_6174	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_6173	4.00E-02	4.12E-02	1.00E+00	-1.54E+00	4.63E-01	-7.08E-01	-2.38E+01	3.18E+01	bad-chisq
group_6138	4.00E-02	3.07E-01	4.84E-01	-1.56E+00	9.16E-01	-7.50E-01	-2.53E+01	3.32E+01	bad-chisq
group_6114	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_6096	4.00E-02	3.07E-01	1.00E+00	1.55E-01	8.80E-01	-8.08E-01	-2.41E+01	3.22E+01	bad-chisq
group_6079	4.00E-02	3.07E-01	6.21E-01	6.41E-01	9.16E-01	-8.38E-01	-2.42E+01	3.21E+01	bad-chisq
group_6063	4.00E-02	4.12E-02	4.92E-02	-2.77E+00	5.37E-01	-6.54E-01	-2.45E+01	3.28E+01	bad-chisq
group_5986	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5967	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5952	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
yoeB	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_5950	4.00E-02	3.07E-01	1.00E+00	1.50E+00	7.33E-01	-8.53E-01	-2.47E+01	3.30E+01	bad-chisq
group_5941	4.00E-02	3.07E-01	8.85E-01	5.59E-01	9.05E-01	-8.16E-01	-2.41E+01	3.18E+01	bad-chisq
group_5936	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_5909	4.00E-02	3.07E-01	1.95E-01	1.93E+00	5.72E-01	-8.50E-01	-2.41E+01	3.12E+01	bad-chisq
group_5889	4.00E-02	3.07E-01	1.00E+00	1.30E+00	7.56E-01	-8.73E-01	-2.47E+01	3.35E+01	bad-chisq
group_5856	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5844	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5842	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5830	4.00E-02	3.07E-01	4.84E-01	-1.56E+00	9.16E-01	-7.50E-01	-2.53E+01	3.32E+01	bad-chisq
group_5815	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_5814	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
fliE	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5774	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_5773	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_5758	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5726	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
qacE	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5660	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5633	4.00E-02	4.12E-02	1.00E+00	-2.39E-01	5.74E-01	-7.09E-01	-2.33E+01	3.11E+01	bad-chisq
group_5599	4.00E-02	3.07E-01	4.79E-01	8.61E-01	9.13E-01	-8.41E-01	-2.42E+01	3.18E+01	bad-chisq
group_5580	4.00E-02	4.12E-02	1.93E-01	1.79E+00	6.00E-01	-8.39E-01	-2.36E+01	3.06E+01	bad-chisq
group_5576	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5573	4.00E-02	3.07E-01	1.00E+00	-2.89E-01	6.23E-01	-7.22E-01	-2.33E+01	3.11E+01	bad-chisq
group_5551	4.00E-02	4.12E-02	1.44E-03	-4.07E+00	5.73E-01	-7.77E-01	-2.80E+01	3.85E+01	bad-chisq
group_5550	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5549	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_5538	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5509	4.00E-02	4.12E-02	3.35E-02	4.45E+00	4.39E-01	-1.11E+00	-2.71E+01	3.77E+01	bad-chisq
group_5463	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5415	4.00E-02	4.12E-02	1.00E+00	1.36E+00	5.81E-01	-7.71E-01	-2.39E+01	3.21E+01	bad-chisq
group_5409	4.00E-02	3.07E-01	1.00E+00	-5.48E-01	5.82E-01	-7.74E-01	-2.36E+01	3.18E+01	bad-chisq
group_5376	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5374	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5360	4.00E-02	3.07E-01	5.77E-01	-1.32E+00	7.03E-01	-7.50E-01	-2.40E+01	3.29E+01	bad-chisq
group_5347	4.00E-02	4.12E-02	1.00E+00	-5.97E-02	5.99E-01	-8.19E-01	-2.36E+01	3.22E+01	bad-chisq
group_5328	4.00E-02	3.07E-01	6.59E-01	1.56E+00	7.98E-01	-9.13E-01	-2.52E+01	3.43E+01	bad-chisq
group_5312	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
flgC	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5281	4.00E-02	3.07E-01	4.59E-01	1.79E+00	8.30E-01	-9.52E-01	-2.57E+01	3.51E+01	bad-chisq
group_5257	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_5226	4.00E-02	3.07E-01	4.59E-01	1.79E+00	8.30E-01	-9.52E-01	-2.57E+01	3.51E+01	bad-chisq
group_5197	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_5186	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5167	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5147	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5137	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_5112	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5104	4.00E-02	4.12E-02	1.00E+00	-4.65E-02	5.55E-01	-7.25E-01	-2.35E+01	3.14E+01	bad-chisq
group_5093	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
arr2	4.00E-02	4.12E-02	1.00E+00	3.52E-01	5.76E-01	-7.35E-01	-2.35E+01	3.14E+01	bad-chisq
group_5060	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5047	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_5044	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_5043	4.00E-02	3.07E-01	1.27E-01	3.00E+00	8.67E-01	-1.09E+00	-2.76E+01	3.80E+01	bad-chisq
group_5032	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_4991	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_4989	4.00E-02	4.12E-02	1.00E+00	-6.16E-02	5.33E-01	-7.24E-01	-2.34E+01	3.13E+01	bad-chisq
group_4981	4.00E-02	1.00E+00	8.23E-01	-5.72E-01	9.86E-01	-7.84E-01	-2.43E+01	3.33E+01	bad-chisq
group_4976	4.00E-02	3.07E-01	4.84E-01	-1.56E+00	9.16E-01	-7.50E-01	-2.53E+01	3.32E+01	bad-chisq
group_4973	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_4944	4.00E-02	3.07E-01	1.80E-01	2.07E+00	6.65E-01	-8.63E-01	-2.43E+01	3.16E+01	bad-chisq
group_4925	4.00E-02	4.12E-02	1.93E-01	1.79E+00	6.00E-01	-8.39E-01	-2.36E+01	3.06E+01	bad-chisq
group_4924	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_4907	4.00E-02	3.07E-01	8.85E-01	5.59E-01	9.05E-01	-8.16E-01	-2.41E+01	3.18E+01	bad-chisq
group_4870	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_4853	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
ykgB	4.00E-02	4.12E-02	1.00E+00	1.16E+00	5.70E-01	-7.67E-01	-2.38E+01	3.20E+01	bad-chisq
group_4787	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_4747	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_4746	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_4744	4.00E-02	1.00E+00	1.00E+00	1.94E-01	6.37E-01	-7.86E-01	-2.36E+01	3.19E+01	bad-chisq
group_4710	4.00E-02	4.12E-02	6.81E-01	-1.57E+00	4.96E-01	-6.77E-01	-2.35E+01	3.12E+01	bad-chisq
group_4698	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_4681	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_4680	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
group_4666	4.00E-02	3.07E-01	4.84E-01	-1.56E+00	9.16E-01	-7.50E-01	-2.53E+01	3.32E+01	bad-chisq
group_4657	4.00E-02	4.12E-02	1.00E+00	1.16E+00	5.70E-01	-7.67E-01	-2.38E+01	3.20E+01	bad-chisq
group_4599	4.00E-02	4.12E-02	1.41E-03	-4.07E+00	5.73E-01	-7.70E-01	-2.79E+01	3.84E+01	bad-chisq
group_4571	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_4517	4.00E-02	4.12E-02	4.53E-05	-5.04E+00	5.86E-01	-9.25E-01	-3.12E+01	4.48E+01	bad-chisq
group_4510	4.00E-02	4.12E-02	1.00E+00	-1.19E-01	5.87E-01	-6.99E-01	-2.33E+01	3.08E+01	bad-chisq
group_4486	4.00E-02	3.07E-01	1.00E+00	-6.13E-01	6.28E-01	-7.69E-01	-2.37E+01	3.19E+01	bad-chisq
group_4429	4.00E-02	1.00E+00	8.23E-01	-5.72E-01	9.86E-01	-7.84E-01	-2.43E+01	3.33E+01	bad-chisq
group_4421	4.00E-02	3.07E-01	1.27E-01	2.99E+00	8.68E-01	-1.09E+00	-2.76E+01	3.80E+01	bad-chisq
group_4341	4.00E-02	4.12E-02	1.00E+00	2.44E-01	5.93E-01	-7.27E-01	-2.34E+01	3.13E+01	bad-chisq
group_4310	4.00E-02	4.12E-02	1.00E+00	-1.19E-01	5.87E-01	-6.99E-01	-2.33E+01	3.08E+01	bad-chisq
group_4308	4.00E-02	3.07E-01	1.00E+00	-6.13E-01	6.28E-01	-7.69E-01	-2.37E+01	3.19E+01	bad-chisq
group_4287	4.00E-02	4.12E-02	1.77E-04	-4.40E+00	5.98E-01	-7.52E-01	-2.93E+01	4.04E+01	bad-chisq
