variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
group_7704	6.00E-02	1.15E-02	8.99E-03	2.69E+00	6.31E-01	-1.26E-01	bad-chisq
group_7694	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_7683	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_7665	6.00E-02	1.15E-02	8.99E-03	2.69E+00	6.31E-01	-1.26E-01	bad-chisq
group_7664	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7643	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7642	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7626	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_7600	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_7599	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7596	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
mazE	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7564	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7531	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_7498	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7483	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7460	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7439	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7402	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7401	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
merP	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_7354	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7335	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7293	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7250	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7156	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_7140	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7068	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7043	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7042	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_7018	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_6988	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_6976	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6971	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_6940	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6922	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_6894	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_6880	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6837	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6786	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6785	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6783	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6728	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_6707	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6703	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_6683	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_6680	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_6558	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6477	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6417	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6398	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6387	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6376	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6355	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_6339	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6258	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6241	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6232	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_6220	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6219	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6218	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6202	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6167	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6101	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6091	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_6086	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6069	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6057	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6047	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6044	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_6019	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6017	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_6011	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_6010	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_6007	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_5988	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5975	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_5965	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5957	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
brxB	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5921	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
brxA	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5818	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5812	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_5769	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5684	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5683	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5656	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5595	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_5544	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
hicB	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
kdgM	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_5475	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5452	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_5426	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5411	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
lptB	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_5375	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5357	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_5328	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
aphA16	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_5267	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5228	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_5197	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_5160	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5131	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_5104	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_5092	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5073	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_5055	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_5025	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_4984	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_4921	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
luxR	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_4825	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_4814	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_4811	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4809	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_4752	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4739	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_4643	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_4634	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
yjhU	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4590	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_4579	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4578	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4567	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4551	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4538	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_4481	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_4476	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_4455	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_4444	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_4254	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_4231	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_4218	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_4182	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_4132	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4098	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_4064	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4044	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_4036	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_4026	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_4023	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_4022	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_4009	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_3999	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_3988	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_3879	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_3759	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_3643	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_3589	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_3586	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_3542	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_3506	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_3435	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_3332	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_3308	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_3271	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_3219	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_2973	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_2845	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
ygiK	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_2619	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_2596	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_2583	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_2564	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_2560	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_2538	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_2410	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_2261	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_2221	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_2218	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_2191	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_2168	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
lexA	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_2077	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_2029	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_1916	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_1894	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_1824	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_1809	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_1774	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_1735	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_1720	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_1711	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
grxA	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_1534	6.00E-02	1.15E-02	8.99E-03	2.69E+00	6.31E-01	-1.26E-01	bad-chisq
group_1490	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_1458	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_1450	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_1386	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_1191	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_1167	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_1092	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_1083	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_1006	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_989	6.00E-02	1.00E+00	5.58E-01	0.00E+00	1.22E+00	0.00E+00	bad-chisq
group_982	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_910	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_821	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_787	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_714	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_632	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_586	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_573	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
brxL	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_520	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_519	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_491	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
traD	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_412	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_406	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_402	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_400	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_380	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_341	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_325	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_271	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_263	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_245	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_232	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_213	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_193	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_186	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_185	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_163	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_149	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_134	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_127	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_100	6.00E-02	9.21E-02	8.63E-02	-1.38E+00	1.01E+00	8.43E-02	bad-chisq
group_89	6.00E-02	4.00E-01	3.26E-01	6.30E-01	1.17E+00	-4.21E-02	bad-chisq
group_82	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
brxC	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_68	6.00E-02	4.00E-01	3.26E-01	-6.30E-01	1.17E+00	4.21E-02	bad-chisq
group_62	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_49	6.00E-02	1.15E-02	8.99E-03	-2.69E+00	6.31E-01	1.26E-01	bad-chisq
group_22	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_12	6.00E-02	9.21E-02	8.63E-02	1.38E+00	1.01E+00	-8.43E-02	bad-chisq
group_9228	5.00E-02	1.69E-01	1.75E-01	1.16E+00	9.68E-01	-6.25E-02	bad-chisq
group_9071	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9070	5.00E-02	2.18E-02	2.12E-02	2.50E+00	6.18E-01	-1.04E-01	bad-chisq
ynfL	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9060	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9059	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9058	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9056	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9055	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9054	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
group_9053	5.00E-02	6.46E-01	5.54E-01	3.57E-01	1.10E+00	-2.08E-02	bad-chisq
blaNDM1	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
ble	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_8920	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
group_8919	5.00E-02	2.18E-02	2.12E-02	-2.50E+00	6.18E-01	1.04E-01	bad-chisq
